Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESTACAO CRIANCA;50042807;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MARANHAO, 79 VILA RICA. 79022-560 Campo Grande - MS.";(67) 30422900;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.44103;-54.60313
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM DE INF E EF CRIANCA ESPERANCA V;50043404;MS;Rio Brilhante;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARIA DE JESUS CERVEIRA, 3826 PLANALTO. 79130-000 Rio Brilhante - MS.";(67) 34522594;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.78377;-54.56182
ESCOLA PARALISADA;CEI - NOVA ESPERANCA;50043609;MS;Campo Grande;Urbana;Não Informado;Privada;"RUA BENJAMIN CONSTANT, 93 VILA PLANALTO. 79009-460 Campo Grande - MS.";(67) 33835158;Privada;Não Informado;Não;;;;;-20.45499;-54.63042
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - MORADA DO SOL;50043803;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA LINO VILLACHA, 1.250 HOSPITAL SAO JULIAO. NOVA LIMA. 79017-200 Campo Grande - MS.";(67) 33581500;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-20.3727836;-54.5481441
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DE EDUCACAO CATIVANTE;50044001;MS;Rio Brilhante;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JUVIANO MEDEIROS, 1700 ESCOLA. PROGRESSO. 79130-000 Rio Brilhante - MS.";(67) 34526566;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.7938494;-54.5442858
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI - LUCIANO SAMURIO DA SILVA;50044800;MS;Sonora;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FLAVIO DERZI, 394 CRECHE. FLAVIO DERZI. 79415-000 Sonora - MS.";(67) 32543034;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-17.5806591;-54.749418
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - MARIA SANTANA DE ARAUJO;50044818;MS;Coxim;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA OLIVIO KOHL, S/N BAIRRO JARDIM AEROPORTO. 79400-000 Coxim - MS.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-18.5036124;-54.7484895
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ELDORADO;50044826;MS;Sidrolândia;Rural;Área de assentamento;Pública;"ASSENTAMENTO ELDORADO II, 6799065581 SEDE. ZONA RURAL. 79170-000 Sidrolândia - MS.";(67) 999065581;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.9790007;-54.7466316
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI PEQUENO APRENDIZ;50045814;MS;Rochedo;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BAHIA, 301 CENTRO. 79450-000 Rochedo - MS.";(67) 32891612;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-19.9539752;-54.8912713
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;IEGRAN - INSTITUTO EDUCACIONAL DA GRANDE DOURADOS LTDA;50046802;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA OLIVEIRA MARQUES, 582 JARDIM TROPICAL. 79820-040 Dourados - MS.";(67) 34237504;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação Profissional";;-22.22592;-54.82398
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE APOIO E REINTEGRACAO INFANTIL - CEI - CARI;50048805;MS;Mundo Novo;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA PERNAMBUCO, 1272 ESCOLA. TAPAJOS. 79980-000 Mundo Novo - MS.";(67) 34742915;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.93173;-54.29127
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL INDIGENA VELARIO SUCURIY;50049801;MS;Maracaju;Rural;Terra indígena;Pública;"FAZENDA ALEGRIA-ALDEIA INDIGENA SUCURIY, ZONA RURAL. ALDEIA INDIGENA SUCURIY. 79150-000 Maracaju - MS.";(67) 34541982;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.6500172;-55.1146442
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEPROSUL;50050800;MS;Chapadão do Sul;Urbana;A escola não está em área de localização diferenciada;Privada;"R. 28, 615 CENTRO. 79560-000 Chapadão do Sul - MS.";(67) 35622907;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Profissional;;-18.808475;-52.62524667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO DE ENSINO FUNDAMENTAL NOVA GERACAO;50051806;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ALBERT SABIN, 885 VILA TAVEIROPOLIS. 79090-160 Campo Grande - MS.";(67) 33311591;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-20.47532;-54.64464
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CAOECS- CENTRO DE APOIO E ORIENTACAO ESPECIALIZADO CAMINHOS DO SABER- APAE ANASTACIO;50052802;MS;Anastácio;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA 18 DE MARCO, 4823 BAIRRO AFONSO PAIM. 79210-000 Anastácio - MS.";(67) 99123364;Privada;Filantrópica;Sim;Sim;Escola sem matrícula de escolarização;;"Atendimento Educacional Especializado, Atividade Complementar";-20.4744053;-55.8108957
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEINF - ELIZABETH DE ROBIANO;50053809;MS;Nova Andradina;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA VEARNI CASTRO, 842 CASA. CENTRO. 79750-000 Nova Andradina - MS.";(67) 34419111;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.25096249;-53.34529533
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO PROFISSIONAL - SENAC CORUMBA;50055801;MS;Corumbá;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CUIABA, 1042 CENTRO. 79300-060 Corumbá - MS.";(67) 32342002;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Profissional;;-19.0032915;-57.6521877
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - IRMA PURA PAGANI;50056808;MS;Bataguassu;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANAURILANDIA, 693 CENTRO. 79780-000 Bataguassu - MS.";(67) 35411721;Privada;Filantrópica;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-21.7142704;-52.4217711
ESCOLA PARALISADA;OPCAO - CENTRO DE EDUCACAO INFANTIL;50057804;MS;Campo Grande;Urbana;Não Informado;Privada;"AVENIDA EDUARDO ELIAS ZAHRAN, 1096 JARDIM PAULISTA. 79050-000 Campo Grande - MS.";(67) 30291212;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - RECANTO DO SABER;50059807;MS;Amambai;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SEBASTIAO ESPINDOLA, 4380 VILA. CRISTINA. 79990-000 Amambai - MS.";(67) 34814323;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.0922068;-55.2412898
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NOTA10 INTERNACIONAL - UNIDADE DOURADOS;50059823;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA OLINDA PIRES DE ALMEIDA, 1805 VILA SAO LUIZ. 79825-110 Dourados - MS.";(67) 21084252;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-22.2173644;-54.8136348
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL ALINE ESPINDOLA MARQUES;50059831;MS;Antônio João;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DEPUTADO FERNANDO SALDANHA, 1005 VILA NOVA. 79910-000 Antônio João - MS.";(67) 34351841;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.1840276;-55.9517977
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROF RAILSON FERREIRA DOS SANTOS-POLO;50059858;MS;Bandeirantes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CASTRO ALVES, 429 CENTRO. 79430-000 Bandeirantes - MS.";(67) 999558271;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-19.9183804;-54.3646183
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI REGINA VITORAZZI SEBBEN;50059866;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ZULMIRA BORBA, 2044 CONJUNTO OSCAR SALAZAR. 79017-043 Campo Grande - MS.";(67) 20204283;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.38700323;-54.57824386
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROF EDISON DA SILVA;50059874;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANA LUIZA DE SOUZA, 2414 UNIVERSITARIO. 79070-140 Campo Grande - MS.";(67) 20204272;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.52355062;-54.62444321
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI SANDRA MARA GOBBO;50059882;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FRANCISCO ANTONIO DE SOUZA, S/N PORTAL CAIOBA II. 79096-701 Campo Grande - MS.";(67) 20204284;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.517475;-54.6866653
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSORA ANA LUCIA DE OLIVEIRA BATISTA;50059890;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PERCILIANA BARBOSA FERREIRA, 540 JARDIM PAULO COELHO MACHADO. 79072-430 Campo Grande - MS.";(67) 20204123;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-20.5515386;-54.604824
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSORA IRACEMA MARIA VICENTE;50059904;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ROTTERDAN, 2053 PARQUE RESIDENCIAL RITA VIEIRA. 79052-293 Campo Grande - MS.";(67) 20204145;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-20.49841196;-54.57044849
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI CARLOS NEI DA SILVA;50059912;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOAO KUSSAREV, S/N Q 04 L 01. JARDIM ARCO IRIS. 79036-564 Campo Grande - MS.";(67) 20204210;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.42695833;-54.54861667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - ELISA NANTES FLORES;50059920;MS;Rio Brilhante;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA OSMAR ENDRIGO, 0 BENEDITO RONDON. 79130-000 Rio Brilhante - MS.";(67) 34522761;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.7879883333333;-54.5592833333333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ADVENTISTA DOURADOS - I;50059955;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ONOFRE PEREIRA DE MATOS, 970 ESQUINA. CENTRO. 79802-010 Dourados - MS.";(67) 30379001;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-22.231519;-54.8195332
ESCOLA PARALISADA;ESCOLA GERACAO RENOVADA;50059963;MS;Dourados;Urbana;Não Informado;Privada;"RUA JOAO VICENTE FERREIRA, 3986 JARDIM PAULISTA. 79830-060 Dourados - MS.";(67) 999743344;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEINF PROF LUIZ CARLOS SAMPAIO;50059971;MS;Nova Andradina;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ESPIRITO SANTO, 2145 FRANCISCO ALVES. 79750-000 Nova Andradina - MS.";(67) 34419424;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.253477;-53.3629755
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL FRANCISCO MENDES SAMPAIO;50059998;MS;Ladário;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RIACHUELO, SN PREDIO. SANTO ANTONIO. 79370-000 Ladário - MS.";(67) 32314237;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-19.01354962;-57.60310944
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM INDIGENA RAMAO MARTINS;50060007;MS;Dourados;Rural;Terra indígena;Pública;"RESERVA INDIGENA DE DOURADOS, RODOVIA DOURADOS/ITAPORA BR-156, SN ALDEIA JAGUAPIRU. 79827-971 Dourados - MS.";(67) 996817576;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-22.1772527;-54.8078559
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NOVAESCOLA;50060015;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA RIO GRANDE DO SUL, 665 JARDIM DOS ESTADOS. 79020-010 Campo Grande - MS.";(67) 30297166;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-20.4595557;-54.6013376
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL EDUCAR PARA CRESCER;50060805;MS;Maracaju;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA LUIZ PORTO SOARES, S/N VILA MARGARIDA. 79150-000 Maracaju - MS.";(67) 34544254;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.6135772;-55.1655818
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI PROF MICHELLE MARIA CANEJO;50060813;MS;Sidrolândia;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PRUDENTE DE MORAES, 700 TERREO. PINDORAMA. 79170-000 Sidrolândia - MS.";(67) 32725912;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.946098;-54.9612023
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL RISCOS E RABISCOS;50060821;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ROBERT BADEN POWELL, 182 RESIDENCIAL ANA MARIA DO COUTO. 79103-610 Campo Grande - MS.";(67) 33913795;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.44534;-54.67353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - PRE-ESCOLAR JOSE JOAQUIM DE BRITO;50060830;MS;Japorã;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA DEPUTADO FERNANDO SALDANHA, S/N PREDIO. CENTRO. 79985-000 Japorã - MS.";(67) 34751721;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.89584764;-54.41150699
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL INFANTIL PROFESSOR HENRIQUE MENDONCA QUINTINO;50060848;MS;Brasilândia;Urbana;A escola não está em área de localização diferenciada;Pública;"ALAMEDA NELSON PEDRETT, 0 JOSE RODRIGUES DA SILVA. 79670-000 Brasilândia - MS.";(67) 35461701;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-21.2600574;-52.0430158
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE EVA MORAES DE OLIVEIRA;50061801;MS;Naviraí;Urbana;A escola não está em área de localização diferenciada;Pública;"PONTA PORA, 858 CENTRO. 79950-000 Naviraí - MS.";;Municipal;Não Informado;Não;Não;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.0544399;-54.2062413
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEINF - PEQUENO PRINCIPE;50062808;MS;Nova Andradina;Urbana;A escola não está em área de localização diferenciada;Pública;"LUIZ ANTONIO DA SILVA, 1072 PROXIMO O CORPO DE B. GUIOMAR SOARES ANDRADE. 79750-000 Nova Andradina - MS.";(67) 34416466;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.24415078;-53.3504842
ESCOLA PARALISADA;CENTRO EDUCACIONAL INFANTIL MINA DO SABER;50062816;MS;Nioaque;Urbana;Não Informado;Privada;"AV. GAL. KLINGER, 696 CENTRO. 79220-000 Nioaque - MS.";(67) 96546343;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEINF PROF LAUREANA PALERMO FERNANDES;50062824;MS;Ponta Porã;Urbana;A escola não está em área de localização diferenciada;Pública;"R ELOAH VIEIRA DA SILVA, 688 JARDIM VITORIA. 79906-774 Ponta Porã - MS.";(67) 998970590;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.5637159;-55.6886518
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL VO EMILIANA;50063804;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANIBAL DE TOLEDO, 125 BEIRA RIO. 79380-000 Miranda - MS.";(67) 32422176;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.2401645;-56.393417
ESCOLA PARALISADA;CENTRO DE ENSINO E TECNOLOGIA APLICADA - CETEA;50063812;MS;Três Lagoas;Urbana;Não Informado;Privada;"RUA ALFREDO JUSTINO, INTERLAGOS. 79640-092 Três Lagoas - MS.";(67) 36244744;Privada;Não Informado;Não;;;;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;CEEMVIRG - CENTRO DE EDUCACAO ESPECIAL MARIA VIRGINIA ROSARIO GARRIDO;50063820;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA 1º DE MAIO, 708 SANTA CRUZ. 79380-000 Miranda - MS.";(67) 32423583;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.2443017;-56.377665
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL MUNICIPAL FAVO DE MEL;50063839;MS;Fátima do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RIO DOURADOS, 951 ANEXO AO CAIC. KATIRA. 79700-000 Fátima do Sul - MS.";(67) 34677593;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.36899;-54.51983
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - ODINA GONCALVES FRANZONI;50064800;MS;Japorã;Urbana;A escola não está em área de localização diferenciada;Pública;"JACAREI, SN PREDIO. CENTRO. 79985-000 Japorã - MS.";(67) 81833496;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.89439158;-54.41073694
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEIM - ABELHINHA;50064819;MS;Fátima do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MANOEL RODRIGUES PEREIRA, 1525 CENTRO EDUCACIONAL. 79700-000 Fátima do Sul - MS.";(67) 34677596;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.39096;-54.50848
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NOTA 10 - UNIDADE MARACAJU;50064827;MS;Maracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MARABA, 2771 JARDIM GUANABARA. 79150-000 Maracaju - MS.";(67) 33045134;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.6326247;-55.1629155
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - PROF VERGILIO LESCANO;50064843;MS;Rio Brilhante;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA EUZEBIO THOMAZ LEMES DIST P THOMAZ, 0 CENTRO. 79130-000 Rio Brilhante - MS.";(67) 981524562;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.65242;-54.42525
